"PointID", "x", "y", "z", "Density", "Momentum_x", "Momentum_y", "Momentum_z", "Energy", "Nu_Tilde", "Pressure", "Temperature", "Mach", "Pressure_Coefficient", "Laminar_Viscosity", "Skin_Friction_Coefficient_x", "Skin_Friction_Coefficient_y", "Skin_Friction_Coefficient_z", "Heat_Flux", "Y_Plus", "Eddy_Viscosity"
10877, 8.542886150705999e-01, 1.092270718755000e+00, -2.299362674304000e-02, 1.026227041693144e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.134098865633261e+00, 1.000000000000000e-10, 1.253639546253304e+00, 1.205309739253750e+00, 0.000000000000000e+00, 4.802473060637319e-01, 6.351735041107519e-08, 5.089882816955812e-03, -4.082030890456800e-07, 1.580919436524279e-04, -6.618757234683115e+04, 1.994253174376904e+01, 1.160049870311317e-08
10878, 8.374908085839000e-01, 1.092675403025700e+00, -2.341453786012500e-02, 1.039939091189119e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.190126604107177e+00, 1.000000000000000e-10, 1.276050641642871e+00, 1.210680209611125e+00, 0.000000000000000e+00, 5.250694968428647e-01, 6.372688379549640e-08, 5.099321101094900e-03, 4.603370536023931e-07, 9.765566857755768e-05, -6.694938209809542e+04, 1.999763830434884e+01, 1.160049870311317e-08
10879, 8.207317599168000e-01, 1.092830912795700e+00, -2.363307095499000e-02, 1.053136790429673e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.246862076781427e+00, 1.000000000000000e-10, 1.298744830712571e+00, 1.216769973146665e+00, 0.000000000000000e+00, 5.704578749822645e-01, 6.396391249530542e-08, 5.114364838454931e-03, 2.005228818346228e-06, 3.739358187303419e-05, -6.806672167027823e+04, 2.005334760009752e+01, 1.160049870311317e-08
10880, 8.041137466488000e-01, 1.092750765452700e+00, -2.365759843440600e-02, 1.065373627357913e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.302325159768319e+00, 1.000000000000000e-10, 1.320930063907327e+00, 1.223340403246844e+00, 0.000000000000000e+00, 6.148283413717780e-01, 6.421897660323245e-08, 5.135316621669101e-03, 4.164070254249166e-06, -2.081758380908897e-05, -6.952361553655728e+04, 2.010078676082919e+01, 1.160049870311317e-08
10881, 7.877426350464001e-01, 1.092458646330900e+00, -2.350496918383800e-02, 1.076455298461932e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.355291890228612e+00, 1.000000000000000e-10, 1.342116756091444e+00, 1.230166044670087e+00, 0.000000000000000e+00, 6.572017257400121e-01, 6.448321291247672e-08, 5.160639780982608e-03, 6.822834708721798e-06, -7.593587790646955e-05, -7.125833511951847e+04, 2.013563489588853e+01, 1.160049870311317e-08
10882, 7.717242913760999e-01, 1.091983504172100e+00, -2.319646411719600e-02, 1.086407803667047e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.405401545118588e+00, 1.000000000000000e-10, 1.362160618047435e+00, 1.237100208839504e+00, 0.000000000000000e+00, 6.972894496519929e-01, 6.475088874644935e-08, 5.189037317486316e-03, 9.874558350354744e-06, -1.278556680604154e-04, -7.321504711645353e+04, 2.015928459969377e+01, 1.160049870311317e-08
10883, 7.561614717090001e-01, 1.091354646586800e+00, -2.275410939905700e-02, 1.095470686068290e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.453409074430602e+00, 1.000000000000000e-10, 1.381363629772241e+00, 1.244161313685672e+00, 0.000000000000000e+00, 7.356954731016047e-01, 6.502268164354941e-08, 5.221160563079892e-03, 1.328361075843928e-05, -1.775851698357326e-04, -7.539934858346364e+04, 2.017516771519091e+01, 1.160049870311317e-08
11844, 1.108852366661400e+00, 1.105053262980300e+00, -9.120026091042900e-04, 8.934958162305621e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.677978337100202e+00, 1.000000000000000e-10, 1.071191334840081e+00, 1.182888921152924e+00, 0.000000000000000e+00, 1.153508832372849e-01, 6.263744651020689e-08, 5.409761967835581e-03, 1.648632679109029e-05, 7.272743023219508e-04, -7.250236652329312e+04, 1.894659149567182e+01, 1.160049870311317e-08
11845, 1.102325262745800e+00, 1.106254276896300e+00, -1.825145200521000e-03, 8.961544890766111e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.686009962907657e+00, 1.000000000000000e-10, 1.074403985163063e+00, 1.182916698604741e+00, 0.000000000000000e+00, 1.217761838832487e-01, 6.263854181368604e-08, 5.408670800162307e-03, 1.549815017988350e-05, 7.125641281984047e-04, -7.240342228799865e+04, 1.893329739525358e+01, 1.160049870311317e-08
11846, 1.095496948368000e+00, 1.107486273143400e+00, -2.762693387580900e-03, 8.990124118258769e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.694967989394625e+00, 1.000000000000000e-10, 1.077987195757850e+00, 1.183088822600977e+00, 0.000000000000000e+00, 1.289426050728233e-01, 6.264532861302128e-08, 5.401827505420152e-03, 1.478166851033391e-05, 7.002080297444693e-04, -7.219187702801501e+04, 1.895644194506072e+01, 1.160049870311317e-08
11847, 1.088251150069200e+00, 1.108772099695500e+00, -3.742239739356000e-03, 9.018897435680271e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.704011188982568e+00, 1.000000000000000e-10, 1.081604475593027e+00, 1.183271663170422e+00, 0.000000000000000e+00, 1.361771647431768e-01, 6.265253741917720e-08, 5.388931478532575e-03, 1.406510138670766e-05, 6.869188064758124e-04, -7.189965648997229e+04, 1.898308705763978e+01, 1.160049870311317e-08
11848, 1.080490135940100e+00, 1.110120847893000e+00, -4.770887822517000e-03, 9.059303145011438e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.716776586187980e+00, 1.000000000000000e-10, 1.086710634475192e+00, 1.183555318372337e+00, 0.000000000000000e+00, 1.463894825075074e-01, 6.266371990683524e-08, 5.367455715050009e-03, 1.309445277272902e-05, 6.683019908431169e-04, -7.144563575713396e+04, 1.903254754538987e+01, 1.160049870311317e-08
11849, 1.072134237129300e+00, 1.111528570180200e+00, -5.846118378789900e-03, 9.112596743283312e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.733671713442942e+00, 1.000000000000000e-10, 1.093468685377177e+00, 1.183950744334483e+00, 0.000000000000000e+00, 1.599055843114767e-01, 6.267930646107491e-08, 5.340612116387468e-03, 1.186525954722841e-05, 6.440019471313567e-04, -7.087458191458618e+04, 1.909250681663733e+01, 1.160049870311317e-08
11850, 1.063122924449400e+00, 1.112987491068600e+00, -6.962607710633100e-03, 9.175449994308911e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.753720747897778e+00, 1.000000000000000e-10, 1.101488299159111e+00, 1.184464235973733e+00, 0.000000000000000e+00, 1.759448118753455e-01, 6.269954291250861e-08, 5.310555635249297e-03, 1.050151750088480e-05, 6.159263246462924e-04, -7.023252995341632e+04, 1.916105571732339e+01, 1.160049870311317e-08
11851, 1.053414808377000e+00, 1.114487921103300e+00, -8.113461711073799e-03, 9.242956483979338e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.775399218359090e+00, 1.000000000000000e-10, 1.110159687343636e+00, 1.185069937533161e+00, 0.000000000000000e+00, 1.932875882443951e-01, 6.272340763191988e-08, 5.279051689117210e-03, 9.126513008094327e-06, 5.861254114306668e-04, -6.956711908184770e+04, 1.923477160696027e+01, 1.160049870311317e-08
11852, 1.042987160561100e+00, 1.116020170829400e+00, -9.291951472364101e-03, 9.310571372144651e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.797277969906194e+00, 1.000000000000000e-10, 1.118911187962477e+00, 1.185737948673741e+00, 0.000000000000000e+00, 2.107905894820780e-01, 6.274972023301823e-08, 5.249376876724413e-03, 7.844910018311593e-06, 5.567489437586047e-04, -6.894051370335177e+04, 1.930538758062378e+01, 1.160049870311317e-08
11853, 1.031834358725400e+00, 1.117575986266800e+00, -1.049257733167650e-02, 9.374221311184534e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.818014577383417e+00, 1.000000000000000e-10, 1.127205830953367e+00, 1.186417273066575e+00, 0.000000000000000e+00, 2.273798754638565e-01, 6.277647079917289e-08, 5.224300173864066e-03, 6.720625607846583e-06, 5.294214480101310e-04, -6.840439190702456e+04, 1.936416808030032e+01, 1.160049870311317e-08
11854, 1.019967168930900e+00, 1.119149027401800e+00, -1.171121505028770e-02, 9.430107662921571e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.836364911159909e+00, 1.000000000000000e-10, 1.134545964463964e+00, 1.187066040586593e+00, 0.000000000000000e+00, 2.420601424850508e-01, 6.280201088708185e-08, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.160049870311317e-08
11855, 1.007411429724000e+00, 1.120734509318400e+00, -1.294491077992800e-02, 9.474702123901796e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.850962550286651e+00, 1.000000000000000e-10, 1.140385020114660e+00, 1.187559492538227e+00, 0.000000000000000e+00, 2.537382537864436e-01, 6.282143194403485e-08, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.160049870311317e-08
11856, 9.942050615639999e-01, 1.122326331248700e+00, -1.418956911099300e-02, 9.533321145976864e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.870663077524509e+00, 1.000000000000000e-10, 1.148265231009803e+00, 1.188413093856596e+00, 0.000000000000000e+00, 2.694986755767301e-01, 6.285501799500354e-08, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.160049870311317e-08
11857, 9.803956743651000e-01, 1.123913607508800e+00, -1.543783646495100e-02, 9.582879420801625e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.887347413092373e+00, 1.000000000000000e-10, 1.154938965236949e+00, 1.189138518169795e+00, 0.000000000000000e+00, 2.828461440310214e-01, 6.288355119853441e-08, 5.154549150180512e-03, 3.559889988112100e-06, 4.423920983731071e-04, -6.691634115173786e+04, 1.954969396851573e+01, 1.160049870311317e-08
11858, 9.660374573010000e-01, 1.125478633909500e+00, -1.667667035701500e-02, 9.636744175099803e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.905568666546498e+00, 1.000000000000000e-10, 1.162227466618599e+00, 1.189954186878174e+00, 0.000000000000000e+00, 2.974231467943209e-01, 6.291562351717958e-08, 5.142066705856968e-03, 2.846227363714518e-06, 4.198949959457925e-04, -6.663971854182116e+04, 1.959200777254928e+01, 1.160049870311317e-08
11859, 9.511892648385001e-01, 1.126994495298300e+00, -1.788595380409200e-02, 9.702187381661308e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.927947234376895e+00, 1.000000000000000e-10, 1.171178893750758e+00, 1.191030863947758e+00, 0.000000000000000e+00, 3.153260010586391e-01, 6.295794178788727e-08, 5.132802418104768e-03, 2.056019341507211e-06, 3.930979306029376e-04, -6.640058958906021e+04, 1.962587343040782e+01, 1.160049870311317e-08
11860, 9.359124635253000e-01, 1.128425185182300e+00, -1.903841158875300e-02, 9.782688573453101e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.955838238527335e+00, 1.000000000000000e-10, 1.182335295410934e+00, 1.192482084009458e+00, 0.000000000000000e+00, 3.376388043789906e-01, 6.301495077264768e-08, 5.123567465941282e-03, 1.203785319130117e-06, 3.599086094960835e-04, -6.617004768179762e+04, 1.967076254271581e+01, 1.160049870311317e-08
11861, 9.202709319900001e-01, 1.129728117809100e+00, -2.010162231641100e-02, 9.880943039888825e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.990530719357341e+00, 1.000000000000000e-10, 1.196212287742936e+00, 1.194481148796478e+00, 0.000000000000000e+00, 3.653927890429957e-01, 6.309342372506197e-08, 5.115164737614778e-03, 3.673323489243760e-07, 3.193401651032334e-04, -6.598375542176221e+04, 1.972192374610286e+01, 1.160049870311317e-08
11862, 9.043316590566001e-01, 1.130859391574400e+00, -2.104129129786500e-02, 9.996113195957272e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.032240750834903e+00, 1.000000000000000e-10, 1.212896300333961e+00, 1.197186862860259e+00, 0.000000000000000e+00, 3.987608142250448e-01, 6.319953058374259e-08, 5.110185057664009e-03, -3.026524147833935e-07, 2.714911518826321e-04, -6.592490220629651e+04, 1.977519422718953e+01, 1.160049870311317e-08
11863, 8.881664184650999e-01, 1.131778693560900e+00, -2.182572444576000e-02, 1.012472124551910e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.080393560476167e+00, 1.000000000000000e-10, 1.232157424190466e+00, 1.200749901706780e+00, 0.000000000000000e+00, 4.372830619380562e-01, 6.333907360027884e-08, 5.108553848722871e-03, -6.142127662508742e-07, 2.173436598583820e-04, -6.605913456394918e+04, 1.983324740062822e+01, 1.160049870311317e-08
11864, 8.718532043463000e-01, 1.132456237666500e+00, -2.243034643152000e-02, 1.026085166989242e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.133463325102269e+00, 1.000000000000000e-10, 1.253385330040908e+00, 1.205231945407621e+00, 0.000000000000000e+00, 4.797388736389386e-01, 6.351431175257269e-08, 5.111532957081178e-03, -3.885694305562161e-07, 1.587649783554173e-04, -6.647064948606600e+04, 1.989432929900592e+01, 1.160049870311317e-08
11865, 8.554780255652999e-01, 1.132875755176800e+00, -2.284058838215400e-02, 1.039793257595886e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.189439630118023e+00, 1.000000000000000e-10, 1.275775852047209e+00, 1.210589261480931e+00, 0.000000000000000e+00, 5.245199176515415e-01, 6.372333929817212e-08, 5.120876914312708e-03, 4.915148951477234e-07, 9.806863574626582e-05, -6.723173851688541e+04, 1.995397244251593e+01, 1.160049870311317e-08
11866, 8.391340683612000e-01, 1.133037006846000e+00, -2.305363078590900e-02, 1.052985237006872e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.246109422391229e+00, 1.000000000000000e-10, 1.298443768956491e+00, 1.216662999901722e+00, 0.000000000000000e+00, 5.698557514701056e-01, 6.395975402393865e-08, 5.136601749672256e-03, 2.053100100749009e-06, 3.755672064143406e-05, -6.835912851864028e+04, 2.000706514456435e+01, 1.160049870311317e-08
11867, 8.229210982326001e-01, 1.132953629684700e+00, -2.307762833587800e-02, 1.065223859939895e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.301538296304018e+00, 1.000000000000000e-10, 1.320615318521607e+00, 1.223220868262081e+00, 0.000000000000000e+00, 6.141988506003367e-01, 6.421434246926961e-08, 5.156494303330887e-03, 4.230222870286966e-06, -2.090315732278588e-05, -6.980352607400357e+04, 2.004896288106254e+01, 1.160049870311317e-08
11868, 8.069427086109000e-01, 1.132650744501900e+00, -2.292899688262800e-02, 1.076308423705230e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.354476638729003e+00, 1.000000000000000e-10, 1.341790655491601e+00, 1.230034974899790e+00, 0.000000000000000e+00, 6.565495245403258e-01, 6.447814592124314e-08, 5.181040947002734e-03, 6.908803823076358e-06, -7.623483190568352e-05, -7.152982937905967e+04, 2.008494670725888e+01, 1.160049870311317e-08
11869, 7.913027321732999e-01, 1.132158017776800e+00, -2.262846946718700e-02, 1.086269105198711e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.404587193597318e+00, 1.000000000000000e-10, 1.361834877438927e+00, 1.236962293896603e+00, 0.000000000000000e+00, 6.966379684349769e-01, 6.474557233628044e-08, 5.209561305775225e-03, 9.981244521167040e-06, -1.283595711551532e-04, -7.349119081575233e+04, 2.010722687667237e+01, 1.160049870311317e-08
11870, 7.761017717787000e-01, 1.131505953348900e+00, -2.219748251323500e-02, 1.095342241182331e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.452612638473904e+00, 1.000000000000000e-10, 1.381045055389561e+00, 1.244020243778612e+00, 0.000000000000000e+00, 7.350583243362457e-01, 6.501725934289198e-08, 5.240821948524799e-03, 1.340845898695514e-05, -1.782519790571933e-04, -7.566705972113462e+04, 2.012422097921851e+01, 1.160049870311317e-08
12831, 1.117681134795900e+00, 1.136127703713300e+00, -8.945903117425800e-04, 8.936269955973516e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.678443243761077e+00, 1.000000000000000e-10, 1.071377297504430e+00, 1.182920603400467e+00, 0.000000000000000e+00, 1.157228085659842e-01, 6.263869578416300e-08, 5.414560100075068e-03, 1.651732970790165e-05, 7.279186805519270e-04, -7.255413781773008e+04, 1.892692174616650e+01, 1.160049870311317e-08
12832, 1.111294946656500e+00, 1.137362451287100e+00, -1.790235649614000e-03, 8.962755262513072e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.686431699408710e+00, 1.000000000000000e-10, 1.074572679763484e+00, 1.182942659430950e+00, 0.000000000000000e+00, 1.221135730840914e-01, 6.263956547338839e-08, 5.410563352474483e-03, 1.549464654140554e-05, 7.128157163644439e-04, -7.241914611462552e+04, 1.893637442523539e+01, 1.160049870311317e-08
12833, 1.104614366560200e+00, 1.138629018552300e+00, -2.709752837711100e-03, 8.991096151068189e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.695308889140872e+00, 1.000000000000000e-10, 1.078123555656349e+00, 1.183110556697785e+00, 0.000000000000000e+00, 1.292153248698207e-01, 6.264618554681169e-08, 5.405669408285403e-03, 1.477993997115620e-05, 7.007068738303619e-04, -7.223548221775783e+04, 1.894086953987817e+01, 1.160049870311317e-08
12834, 1.097525393883300e+00, 1.139951090843100e+00, -3.670388244471000e-03, 9.019816137215509e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.704334015974475e+00, 1.000000000000000e-10, 1.081733606389790e+00, 1.183292396857243e+00, 0.000000000000000e+00, 1.364354263367029e-01, 6.265335484528361e-08, 5.389489463861798e-03, 1.405317343295544e-05, 6.869917010492526e-04, -7.189971534292393e+04, 1.898447597770843e+01, 1.160049870311317e-08
12835, 1.089932808797400e+00, 1.141337759499900e+00, -4.679102487198900e-03, 9.060069603844246e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.717047920546698e+00, 1.000000000000000e-10, 1.086819168218679e+00, 1.183573388578636e+00, 0.000000000000000e+00, 1.466065499944813e-01, 6.266443223957725e-08, 5.367500400489160e-03, 1.308012716398449e-05, 6.683102804519899e-04, -7.143997704083254e+04, 1.903237234277774e+01, 1.160049870311317e-08
12836, 1.081758138680100e+00, 1.142784957344100e+00, -5.733400232200800e-03, 9.113271270552027e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.733911661411528e+00, 1.000000000000000e-10, 1.093564664564611e+00, 1.183967026672577e+00, 0.000000000000000e+00, 1.600975426863455e-01, 6.267994820781476e-08, 5.339481553743025e-03, 1.184664275501219e-05, 6.438612537250131e-04, -7.085412567260386e+04, 1.909568535544663e+01, 1.160049870311317e-08
12837, 1.072942170195900e+00, 1.144285028510100e+00, -6.828068074248899e-03, 9.175952857891035e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.753901939550336e+00, 1.000000000000000e-10, 1.101560775820134e+00, 1.184477256686637e+00, 0.000000000000000e+00, 1.760897651973918e-01, 6.270005599491430e-08, 5.308765774651613e-03, 1.048142286823732e-05, 6.157203597180099e-04, -7.020463651615704e+04, 1.916778822510900e+01, 1.160049870311317e-08
12838, 1.063444590427500e+00, 1.145827565805600e+00, -7.956326983600199e-03, 9.243304573470634e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.775526321980879e+00, 1.000000000000000e-10, 1.110210528792351e+00, 1.185079579545612e+00, 0.000000000000000e+00, 1.933892711418256e-01, 6.272378747876432e-08, 5.279112200274974e-03, 9.109702804728963e-06, 5.861351189552386e-04, -6.956490895198940e+04, 1.923559774855511e+01, 1.160049870311317e-08
12839, 1.053242551401000e+00, 1.147402879775700e+00, -9.111574374289199e-03, 9.310842225052267e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.797377110854344e+00, 1.000000000000000e-10, 1.118950844341738e+00, 1.185745479118774e+00, 0.000000000000000e+00, 2.108699022405984e-01, 6.275001681064258e-08, 5.251359965289064e-03, 7.828702455125343e-06, 5.569591913229034e-04, -6.896433331049191e+04, 1.930527483493776e+01, 1.160049870311317e-08
12840, 1.042330909331700e+00, 1.149002357571600e+00, -1.028841644975490e-02, 9.374781001531161e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.818224211106741e+00, 1.000000000000000e-10, 1.127289684442696e+00, 1.186434694933882e+00, 0.000000000000000e+00, 2.275475824425154e-01, 6.277715673929182e-08, 5.227289540989168e-03, 6.698477694634080e-06, 5.297239043966080e-04, -6.843960903881995e+04, 1.936507200545765e+01, 1.160049870311317e-08
12841, 1.030720191034800e+00, 1.150619778802500e+00, -1.148279404613160e-02, 9.433062436225995e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.837381187283357e+00, 1.000000000000000e-10, 1.134952474913342e+00, 1.187119404235899e+00, 0.000000000000000e+00, 2.428731633838081e-01, 6.280411134543781e-08, 5.206315487170363e-03, 5.738935942657084e-06, 5.051735171416260e-04, -6.798704885139081e+04, 1.942075354201471e+01, 1.160049870311317e-08
12842, 1.018435756565100e+00, 1.152249760437900e+00, -1.269182341416900e-02, 9.485329048792841e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.854678222000009e+00, 1.000000000000000e-10, 1.141871288800003e+00, 1.187775023040345e+00, 0.000000000000000e+00, 2.567107911571300e-01, 6.282991341913397e-08, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.160049870311317e-08
12843, 1.005514808644500e+00, 1.153886201709900e+00, -1.391147816667600e-02, 9.533669125469711e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.870805434170545e+00, 1.000000000000000e-10, 1.148322173668218e+00, 1.188428648153989e+00, 0.000000000000000e+00, 2.696125608935586e-01, 6.285562988618574e-08, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.160049870311317e-08
12844, 9.920037609582000e-01, 1.155518097311700e+00, -1.513455413412300e-02, 9.582791458023194e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.887323178089772e+00, 1.000000000000000e-10, 1.154929271235908e+00, 1.189139452414861e+00, 0.000000000000000e+00, 2.828267560289399e-01, 6.288358793965171e-08, 5.169459389297793e-03, 3.523533678633446e-06, 4.436735467299283e-04, -6.711001350204668e+04, 1.952992727021628e+01, 1.160049870311317e-08
12845, 9.779558456967000e-01, 1.157127144939600e+00, -1.634828037570600e-02, 9.636738730433070e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.905572102580725e+00, 1.000000000000000e-10, 1.162228841032289e+00, 1.189956266394330e+00, 0.000000000000000e+00, 2.974258956217021e-01, 6.291570527016049e-08, 5.161387079820194e-03, 2.809953317597264e-06, 4.214749022470710e-04, -6.689017558924308e+04, 1.956082467503001e+01, 1.160049870311317e-08
12846, 9.634280033604000e-01, 1.158685592080800e+00, -1.753293944881800e-02, 9.701577854296073e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.927717239315688e+00, 1.000000000000000e-10, 1.171086895726275e+00, 1.191012130314055e+00, 0.000000000000000e+00, 3.151420050096729e-01, 6.295720563644080e-08, 5.153790892010343e-03, 2.028187021028549e-06, 3.947058212134175e-04, -6.667470321066078e+04, 1.959848971106688e+01, 1.160049870311317e-08
12847, 9.484798061534999e-01, 1.160156355636300e+00, -1.866183989578200e-02, 9.781848271529211e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.955507975954907e+00, 1.000000000000000e-10, 1.182203190381963e+00, 1.192451273039215e+00, 0.000000000000000e+00, 3.373745943210484e-01, 6.301374077402265e-08, 5.147472106372091e-03, 1.188349771709807e-06, 3.615887641137777e-04, -6.648241762141032e+04, 1.963649672362192e+01, 1.160049870311317e-08
12848, 9.331729794924000e-01, 1.161496012493400e+00, -1.970324217254100e-02, 9.879671601735436e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.990014102258205e+00, 1.000000000000000e-10, 1.196005640903282e+00, 1.194428495043179e+00, 0.000000000000000e+00, 3.649794953636864e-01, 6.309135766095738e-08, 5.142201946883680e-03, 3.743586288660246e-07, 3.210294091392900e-04, -6.633754885931738e+04, 1.968200313030745e+01, 1.160049870311317e-08
12849, 9.175722393660000e-01, 1.162658866704300e+00, -2.062357530843900e-02, 9.994351568148390e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.031499482067585e+00, 1.000000000000000e-10, 1.212599792827034e+00, 1.197105163093114e+00, 0.000000000000000e+00, 3.981677992111908e-01, 6.319632843215718e-08, 5.139781669924848e-03, -2.634893571231997e-07, 2.730638602307529e-04, -6.631249099828476e+04, 1.973109871648749e+01, 1.160049870311317e-08
12850, 9.017467278105000e-01, 1.163604007237200e+00, -2.139183185156700e-02, 1.012242282547388e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.079388903840672e+00, 1.000000000000000e-10, 1.231755561536269e+00, 1.200630838521776e+00, 0.000000000000000e+00, 4.364793366296603e-01, 6.333441398504734e-08, 5.140618897443690e-03, -5.312385048426740e-07, 2.187082581937910e-04, -6.647904589374039e+04, 1.978764095378788e+01, 1.160049870311317e-08
12851, 8.857720464987000e-01, 1.164300571383900e+00, -2.198398075754400e-02, 1.025801756662198e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.132171659559849e+00, 1.000000000000000e-10, 1.252868663823939e+00, 1.205067975170460e+00, 0.000000000000000e+00, 4.787055412050017e-01, 6.350790668515732e-08, 5.146342492155849e-03, -2.508930626629114e-07, 1.598471977456517e-04, -6.692621651594572e+04, 1.984333988142335e+01, 1.160049870311317e-08
12852, 8.697316922148000e-01, 1.164731811938400e+00, -2.238577493898000e-02, 1.039457750344495e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.187840897842454e+00, 1.000000000000000e-10, 1.275136359136981e+00, 1.210372991622112e+00, 0.000000000000000e+00, 5.232409318310854e-01, 6.371491012895553e-08, 5.156140083021675e-03, 6.946360195065625e-07, 9.874505476338159e-05, -6.769300152703805e+04, 1.990109180192871e+01, 1.160049870311317e-08
