"PointID"	"x"	"y"	"Temperature"	"Heat_Flux"
0	5.000000000000000e+00	1.000000000000000e-10	3.414552334696714e+02	-2.353080458181148e+00	
1	5.000061683760725e+00	7.853658754898123e-03	3.414550966755197e+02	-2.353235136674345e+00	
2	5.000246719820213e+00	1.570537963701579e-02	3.414539911179143e+02	-2.354021824332422e+00	
3	5.000555062523584e+00	2.355322545171365e-02	3.414519186336566e+02	-2.355435422768346e+00	
4	5.000986635791892e+00	3.139525986046725e-02	3.414488837824638e+02	-2.357469893704692e+00	
5	5.001541333140890e+00	3.922954795862962e-02	3.414448941004307e+02	-2.360119373852766e+00	
6	5.002219017707306e+00	4.705415675283998e-02	3.414399601538149e+02	-2.363378902842677e+00	
7	5.003019522282615e+00	5.486715563796100e-02	3.414340952750732e+02	-2.367243619977991e+00	
8	5.003942649354292e+00	6.266661687342666e-02	3.414273150891215e+02	-2.371707054935599e+00	
9	5.004988171154543e+00	7.045061605888349e-02	3.414196370679758e+02	-2.376760165251619e+00	
10	5.006155829716510e+00	7.821723260900737e-02	3.414110802131203e+02	-2.382391012879299e+00	
11	5.007445336937915e+00	8.596455022737950e-02	3.414016648755940e+02	-2.388584501176741e+00	
12	5.008856374652146e+00	9.369065737930359e-02	3.413914127506203e+02	-2.395322629262784e+00	
13	5.010388594706759e+00	1.013936477634486e-01	3.413803470223262e+02	-2.402585124433647e+00	
14	5.012041619049387e+00	1.090716207822001e-01	3.413684925963780e+02	-2.410350455654051e+00	
15	5.013815039821004e+00	1.167226820106041e-01	3.413558762997766e+02	-2.418596253336196e+00	
16	5.015708419456574e+00	1.243449436637884e-01	3.413425270368822e+02	-2.427299088313921e+00	
17	5.017721290793002e+00	1.319365250627447e-01	3.413284760224468e+02	-2.436436593800433e+00	
18	5.019853157184405e+00	1.394955530983587e-01	3.413137567608111e+02	-2.445988110227488e+00	
19	5.022103492624653e+00	1.470201626935712e-01	3.412984046801966e+02	-2.455933263979236e+00	
20	5.024471741877145e+00	1.545084972635583e-01	3.412824566547355e+02	-2.466250697105065e+00	
21	5.026957320611817e+00	1.619587091738155e-01	3.412659505820246e+02	-2.476917094138246e+00	
22	5.029559615549309e+00	1.693689601960345e-01	3.412489251460439e+02	-2.487906927990509e+00	
23	5.032277984612284e+00	1.767374219616578e-01	3.412314198076922e+02	-2.499193600267144e+00	
24	5.035111757083852e+00	1.840622764130020e-01	3.412134748393963e+02	0.000000000000000e+00	
25	5.038060233773058e+00	1.913417162518359e-01	3.411951314688689e+02	0.000000000000000e+00	
26	5.041122687187398e+00	1.985739453853042e-01	3.411764319781726e+02	-2.534558933664997e+00	
27	5.044298361712318e+00	2.057571793690869e-01	3.411574197219657e+02	-2.546759982088265e+00	
28	5.047586473797646e+00	2.128896458476839e-01	3.411381389865226e+02	-2.559125696624086e+00	
29	5.050986212150928e+00	2.199695849917176e-01	3.411186346729307e+02	-2.571632051273591e+00	
30	5.054496737937596e+00	2.269952499321439e-01	3.410989519767335e+02	-2.584254587741212e+00	
31	5.058117184987941e+00	2.339649071912665e-01	3.410791361636828e+02	-2.596968431087088e+00	
32	5.061846660010827e+00	2.408768371104465e-01	3.410592324248313e+02	-2.609748748647967e+00	
33	5.065684242814100e+00	2.477293342744021e-01	3.410392857269954e+02	-2.622570891473221e+00	
34	5.069628986531625e+00	2.545207079319946e-01	3.410193406322126e+02	-2.635410037211368e+00	
35	5.073679917856916e+00	2.612492824133960e-01	3.409994411431455e+02	-2.648240766099316e+00	
36	5.077836037283285e+00	2.679133975435353e-01	3.409796306441944e+02	-2.661036907492927e+00	
37	5.082096319350454e+00	2.745114090517217e-01	3.409599519777240e+02	-2.673772168063848e+00	
38	5.086459712897568e+00	2.810416889773443e-01	3.409404475713141e+02	-2.686420647199696e+00	
39	5.090925141322564e+00	2.875026260715464e-01	3.409211595713176e+02	-2.698957458392007e+00	
40	5.095491502847794e+00	2.938926261947776e-01	3.409021299186838e+02	-2.711359443468585e+00	
41	5.100157670791879e+00	3.002101127101234e-01	3.408834002667444e+02	-2.723605171410793e+00	
42	5.104922493847703e+00	3.064535268723173e-01	3.408650117376540e+02	-2.735673803826395e+00	
43	5.109784796366474e+00	3.126213282123371e-01	3.408470046966721e+02	-2.747544193331494e+00	
44	5.114743378647801e+00	3.187119949174936e-01	3.408294186817676e+02	-2.759195157905740e+00	
45	5.119797017235705e+00	3.247240242069142e-01	3.408122924340739e+02	-2.770606226862642e+00	
46	5.124944465220481e+00	3.306559327023320e-01	3.407956639072406e+02	-2.781757499015187e+00	
47	5.130184452546365e+00	3.365062567940871e-01	3.407795703123763e+02	-2.792630790795219e+00	
48	5.135515686324891e+00	3.422735530022507e-01	3.407640479874621e+02	-2.803208655454753e+00	
49	5.140936851153898e+00	3.479563983327816e-01	3.407491322684349e+02	-2.813474098781180e+00	
50	5.146446609442082e+00	3.535533906286291e-01	3.407348573885939e+02	-2.823410565843038e+00	
51	5.152043601739031e+00	3.590631489156941e-01	3.407212563843406e+02	-2.833001227590939e+00	
52	5.157726447070647e+00	3.644843137435640e-01	3.407083611335983e+02	-2.842229425222655e+00	
53	5.163493743279876e+00	3.698155475209365e-01	3.406962024511752e+02	-2.851079226676136e+00	
54	5.169344067372679e+00	3.750555348456501e-01	3.406848101592498e+02	-2.859535746861844e+00	
55	5.175275975869126e+00	3.802029828292406e-01	3.406742130829925e+02	-2.867584237676386e+00	
56	5.181288005159558e+00	3.852566214159412e-01	3.406644391510297e+02	-2.875210494232932e+00	
57	5.187378671865706e+00	3.902152036960503e-01	3.406555155378625e+02	-2.882401424763037e+00	
58	5.193546473206698e+00	3.950775062135873e-01	3.406474687697369e+02	-2.889145244657007e+00	
59	5.199789887369845e+00	3.998423292681625e-01	3.406403247860507e+02	-2.895431892250096e+00	
60	5.206107373886124e+00	4.045084972109851e-01	3.406341088905375e+02	-2.901252717745205e+00	
61	5.212497374010269e+00	4.090748587349369e-01	3.406288456518771e+02	-2.906600450931210e+00	
62	5.218958311105363e+00	4.135402871586401e-01	3.406245587494360e+02	-2.911469596333772e+00	
63	5.225488591031859e+00	4.179036807044491e-01	3.406212706603956e+02	-2.915855841350326e+00	
64	5.232086602540898e+00	4.221639627702973e-01	3.406190022380432e+02	-2.919754465484033e+00	
65	5.238750717671868e+00	4.263200821953336e-01	3.406177723949004e+02	-2.923159020714174e+00	
66	5.245479292154079e+00	4.303710135192792e-01	3.406175980734828e+02	-2.926061478431395e+00	
67	5.252270665812461e+00	4.343157572354457e-01	3.406184944678831e+02	-2.928453244722782e+00	
68	5.259123162977184e+00	4.381533400373479e-01	3.406204753504954e+02	-2.930326216357278e+00	
69	5.266035092897110e+00	4.418828150588525e-01	3.406235533749662e+02	-2.931673720286556e+00	
70	5.273004750156957e+00	4.455032621078037e-01	3.406277402325615e+02	-2.932490641483005e+00	
71	5.280030415098086e+00	4.490137878930660e-01	3.406330466531952e+02	-2.932772318505715e+00	
72	5.287110354242799e+00	4.524135262449316e-01	3.406394824499432e+02	-2.932514389999055e+00	
